Nome,DOB,Fighter_URL
Luis Gurule,1993-11-16,http://ufcstats.com/fighter-details/29162be25ebef5f0
Lina Lansberg,1982-03-13,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Veronica Hardy,1995-10-30,http://ufcstats.com/fighter-details/4798e823ada58fe9
Andrey Pulyaev,1997-09-10,http://ufcstats.com/fighter-details/22e07d3da1aa3475
Angad Bisht,1995-06-05,http://ufcstats.com/fighter-details/7b4ae3fd439a05b6
Adam Wieczorek,1992-02-05,http://ufcstats.com/fighter-details/efa1f6b42c86793c
Tom Blackledge,,http://ufcstats.com/fighter-details/2adb11835acd815b
Leslie Smith,1982-08-17,http://ufcstats.com/fighter-details/76984112f697631f
Richie Vaculik,1983-06-19,http://ufcstats.com/fighter-details/54578e5927adea53
Roque Conceicao,1999-10-27,http://ufcstats.com/fighter-details/b4ebc1539a08054b
Alex Ricci,1982-07-21,http://ufcstats.com/fighter-details/bf9bc96336922271
Brad Riddell,1991-09-30,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4
Jason Riley,1975-09-22,http://ufcstats.com/fighter-details/995af04c697d78b7
Khadzhi Bestaev,1988-07-16,http://ufcstats.com/fighter-details/e05f4ce199baca91
Jon Kunneman,1999-07-14,http://ufcstats.com/fighter-details/2694c4997a51ed01
Tsuyoshi Kurihara,1973-07-13,http://ufcstats.com/fighter-details/032b65d5fff611b2
Zach Skinner,,http://ufcstats.com/fighter-details/c337c3c85b1871e0
Len Bentley,1982-11-30,http://ufcstats.com/fighter-details/592d23aed850e652
Junya Kudo,1983-03-24,http://ufcstats.com/fighter-details/487c170da059857d
Jose Santibanez,1980-01-18,http://ufcstats.com/fighter-details/8299206ccebc44a7
Marilia Santos,1992-12-12,http://ufcstats.com/fighter-details/4cb79988b2a9bd07
Luis Henrique,1993-08-21,http://ufcstats.com/fighter-details/e5bda12faabfc850
Carlos Hernandez,1993-10-25,http://ufcstats.com/fighter-details/798e48f9e7f6ba22
Larissa Pacheco,1994-09-07,http://ufcstats.com/fighter-details/16b89be2f5c16fba
George Pacurariu,1984-07-28,http://ufcstats.com/fighter-details/c51da79b0346b5b7
Paul Rodriguez,1975-05-18,http://ufcstats.com/fighter-details/26eddcda9d6b2ffe
Joe Duarte,1977-01-25,http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
Oleksandr Doskalchuk,1990-03-13,http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0
Sedriques Dumas,1995-08-06,http://ufcstats.com/fighter-details/4e6738062d469256
Kaloyan Kolev,1992-10-17,http://ufcstats.com/fighter-details/33de378ce1734638
Marcus Hicks,1975-11-25,http://ufcstats.com/fighter-details/e69c5ce12f4e762b
Fredson Paixao,1979-05-13,http://ufcstats.com/fighter-details/320edfb0332b7073
Ricky Palacios,1987-07-05,http://ufcstats.com/fighter-details/797ddccda75f169f
Karl Williams,1990-01-06,http://ufcstats.com/fighter-details/d35f734c56a89103
Ryan Benoit,1989-08-25,http://ufcstats.com/fighter-details/20999e27ddd94bda
Raphael Uchegbu,1995-08-16,http://ufcstats.com/fighter-details/cb680d85b84cbfd9
Allen Crowder,1989-11-08,http://ufcstats.com/fighter-details/a9d6e047ce48ab63
Timmy Cuamba,1999-02-08,http://ufcstats.com/fighter-details/0e46690e55a8df75
Marcus McGhee,1990-05-07,http://ufcstats.com/fighter-details/c0ac37a4a1133da9
Charles McCarthy,1980-08-06,http://ufcstats.com/fighter-details/da97d6c97d09c030
Eric McConico,1990-05-09,http://ufcstats.com/fighter-details/9508cc6184cb2450
Treston Thomison,,http://ufcstats.com/fighter-details/ed5f04f833459877
Jeff Cox,1968-08-02,http://ufcstats.com/fighter-details/c9bbf1a0285a8076
Luana Santos,2000-04-16,http://ufcstats.com/fighter-details/5078e1dacf9d25f4
Daniel Sarafian,1982-08-21,http://ufcstats.com/fighter-details/7e47047d0971d566
Danny Silva,1997-01-30,http://ufcstats.com/fighter-details/d964a59c48381cb6
Ricardo Prasel,1990-06-02,http://ufcstats.com/fighter-details/b51d0ed3782a1bf5
Philip Preece,,http://ufcstats.com/fighter-details/6597b611f1c32555
Chris Beal,1985-08-06,http://ufcstats.com/fighter-details/55f446032177b119
Sam Hoger,1980-06-28,http://ufcstats.com/fighter-details/84a067c46306a737
Barb Honchak,1979-08-30,http://ufcstats.com/fighter-details/472f6f6e6d962f40
Mick Parkin,1995-10-02,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71
Miguel Baeza,1992-08-23,http://ufcstats.com/fighter-details/82d4c957649faf9b
HyunSung Park,1995-11-04,http://ufcstats.com/fighter-details/b671bdf981ad527d
Bahatebole Batebolati,1997-09-12,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
Jay Silva,1981-05-25,http://ufcstats.com/fighter-details/53bb0d40905b87c0
MinWoo Kim,1993-07-21,http://ufcstats.com/fighter-details/6343a95f1d9e6a33
SangWon Kim,1993-09-01,http://ufcstats.com/fighter-details/e9712cad24948ce1
Jeff Hougland,1978-08-02,http://ufcstats.com/fighter-details/97a8f39186f489db
Patrick Cummins,1980-11-16,http://ufcstats.com/fighter-details/e51e5cb722bd47a8
Ozzy Diaz,1990-11-22,http://ufcstats.com/fighter-details/6967153c7edb4d87
Kiefer Crosbie,1990-04-05,http://ufcstats.com/fighter-details/4729c93ba705a3bf
Billy Pasulatan,1991-08-07,http://ufcstats.com/fighter-details/e5a59983f4603621
Rich Attonito,1977-06-16,http://ufcstats.com/fighter-details/210935fd21670f6d
Mansher Khera,1992-04-15,http://ufcstats.com/fighter-details/4bbd1e5c77ef3c2f
Carlos Huachin,1996-06-04,http://ufcstats.com/fighter-details/225def29ecfe0fc1
Javy Ayala,1988-08-20,http://ufcstats.com/fighter-details/26387c19f32dda0f
Garrett Armfield,1996-10-09,http://ufcstats.com/fighter-details/1effd880e1f1bb30
Christien Savoie,1992-08-29,http://ufcstats.com/fighter-details/67f0d1b1b0b39bec
Jeff Hughes,1988-05-17,http://ufcstats.com/fighter-details/6a11e325aa60ad02
Dylan Potter,1995-01-14,http://ufcstats.com/fighter-details/61e47575b24a06bf
Carlton Minus,1993-04-26,http://ufcstats.com/fighter-details/40d8b74488743800
Mike Rio,1981-07-06,http://ufcstats.com/fighter-details/af90b10c785ced3e
Diego Rivas,1991-11-11,http://ufcstats.com/fighter-details/09f579be4520394a
Irwin Rivera,1989-02-14,http://ufcstats.com/fighter-details/06a80a685ea98573
Rei Tsuruya,2002-06-22,http://ufcstats.com/fighter-details/2f43a3e82661fa99
Jon Tuck,1984-08-28,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
Blair Tugman,,http://ufcstats.com/fighter-details/63f8775391301891
Nyamjargal Tumendemberel,1998-03-22,http://ufcstats.com/fighter-details/17cb6d8e8187f304
Colin Robinson,1968-11-27,http://ufcstats.com/fighter-details/1a1a4d7a29041d77
Lone'er Kavanagh,1999-06-09,http://ufcstats.com/fighter-details/bb2c3c3a466224af
Masuto Kawana,1995-01-30,http://ufcstats.com/fighter-details/49f4171f14f54220
Issa Isakov,1989-10-22,http://ufcstats.com/fighter-details/e9095aeb36f2aeb8
Antonina Shevchenko,1984-11-20,http://ufcstats.com/fighter-details/d7338bcb141abd2c
Tyson Pedro,1991-09-17,http://ufcstats.com/fighter-details/49e96ff8ab781589
Erik Apple,1977-08-26,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb
Jose Delgado,1998-04-21,http://ufcstats.com/fighter-details/7d6ceff6747f2de2
Denis Tiuliulin,1988-05-17,http://ufcstats.com/fighter-details/0112352cb32f5026
Yadier del Valle,1996-07-29,http://ufcstats.com/fighter-details/70380ccdc81915b8
Mateus Mendonca,1999-01-17,http://ufcstats.com/fighter-details/48812daf291a4e23
Salim Touahri,1989-09-28,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
Bojan Mihajlovic,1980-03-30,http://ufcstats.com/fighter-details/d6285cba1d1052e0
Leonardo Damiani,1990-08-30,http://ufcstats.com/fighter-details/acd870570949d8a2
Alex Andrade,1974-05-14,http://ufcstats.com/fighter-details/1562b12763cc8d67
Shinsho Anzai,1985-12-01,http://ufcstats.com/fighter-details/4665f9f909cd7214
Yoislandy Izquierdo,1984-01-09,http://ufcstats.com/fighter-details/afc2a7ce0c763bd5
Alex Karalexis,1977-09-20,http://ufcstats.com/fighter-details/e361e5c858af6ff1
Brendan Schaub,1983-03-18,http://ufcstats.com/fighter-details/89a407032911e27e
Teruto Ishihara,1991-07-23,http://ufcstats.com/fighter-details/88cd34d836b4ebcd
Jaqueline Amorim,1995-06-24,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08
Samy Schiavo,1975-12-24,http://ufcstats.com/fighter-details/1208ffc5be6e31ad
Adam Schindler,1983-05-19,http://ufcstats.com/fighter-details/89ea01f5a7ada40c
Saidyokub Kakhramonov,1995-11-14,http://ufcstats.com/fighter-details/50a28b9f8314e008
Kevin Jousset,1993-05-02,http://ufcstats.com/fighter-details/dda15dbfafb792df
Frankie Perez,1989-05-11,http://ufcstats.com/fighter-details/96c336b463e0662c
Jordan Johnson,1988-11-18,http://ufcstats.com/fighter-details/99bcdf5eac39898f
Ryan Janes,1981-08-22,http://ufcstats.com/fighter-details/b59037262c8fe060
Ricky Johnson,,http://ufcstats.com/fighter-details/fa2fca260beeb9c0
Carl Seumanutafa,1983-06-15,http://ufcstats.com/fighter-details/dadaeb402526dca5
Artenus Young,1980-07-16,http://ufcstats.com/fighter-details/8d4943a9ce9f521b
Jerome Rivera,1995-04-22,http://ufcstats.com/fighter-details/c9587d81e1d33925
Germaine de Randamie,1984-04-24,http://ufcstats.com/fighter-details/1d239d571e342453
Papy Abedi,1978-06-30,http://ufcstats.com/fighter-details/c9f6385af6df66d7
Chris Jones,1981-11-16,http://ufcstats.com/fighter-details/509319d35664369e
Daria Zhelezniakova,1996-01-23,http://ufcstats.com/fighter-details/07047eb7d17fb0a2
Cat Zingano,1982-07-01,http://ufcstats.com/fighter-details/3ecd936bd8814108
David Abbott,1965-04-26,http://ufcstats.com/fighter-details/b361180739bed4b0
Jorge de Oliveira,1980-01-22,http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
Mansur Abdul-Malik,1997-10-07,http://ufcstats.com/fighter-details/841695e02c99a521
Karl Roberson,1990-10-04,http://ufcstats.com/fighter-details/37d5b176d438d2a5
Daermisi Zhawupasi,1999-09-15,http://ufcstats.com/fighter-details/fd52e5f9ab25c94c
Nicdali Rivera-Calanoc,1985-06-12,http://ufcstats.com/fighter-details/60917f79b7271d83
Jonathan Micallef,1999-03-05,http://ufcstats.com/fighter-details/f782f953bfe7b5f2
Justin Jones,1987-09-06,http://ufcstats.com/fighter-details/9b75954db8db2a08
Thiago Perpetuo,1987-12-14,http://ufcstats.com/fighter-details/c1a5d3843596df92
Rob Yundt,1980-05-05,http://ufcstats.com/fighter-details/42078a86d3dd037b
Shanna Young,1991-02-20,http://ufcstats.com/fighter-details/568bbad0eaced57c
Darion Abbey,1993-02-25,http://ufcstats.com/fighter-details/4961467134abd8be
Brahyam Zurcher,1996-03-10,http://ufcstats.com/fighter-details/392878af4680849f
Tom DeBlass,1982-05-14,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39
Mark Scanlon,,http://ufcstats.com/fighter-details/771b60ff889661c8
Yusuke Kasuya,1989-11-16,http://ufcstats.com/fighter-details/3058888c33149a53
Impa Kasanganay,1994-01-17,http://ufcstats.com/fighter-details/257b0c8d6f199895
John Yannis,1994-07-07,http://ufcstats.com/fighter-details/450bcab0968562c4
Adam Yandiev,1988-08-07,http://ufcstats.com/fighter-details/0a95c474e61a6c44
Luis Pena,1993-07-05,http://ufcstats.com/fighter-details/2844b047183a1adb
Daniel Pereira,1990-12-13,http://ufcstats.com/fighter-details/44f46b0592ca0814
Chris Tickle,1982-02-01,http://ufcstats.com/fighter-details/1d1b85389a05df69
Matt Dixon,1995-10-09,http://ufcstats.com/fighter-details/1db445a4468447d0
Rico DiSciullo,1986-10-12,http://ufcstats.com/fighter-details/ec7f7263bf36579b
Jhonata Diniz,1991-06-23,http://ufcstats.com/fighter-details/25f9a5f3e8a52618
Tommy McMillen,1997-12-15,http://ufcstats.com/fighter-details/6b0a6def604de298
Damian Pinas,2002-03-12,http://ufcstats.com/fighter-details/fdd22e895a70e4a8
Dong Sik Yoon,1972-08-24,http://ufcstats.com/fighter-details/ad99fa5325519169
JooSang Yoo,1994-01-21,http://ufcstats.com/fighter-details/a44020ea2e8cd026
Andrew Craig,1986-01-15,http://ufcstats.com/fighter-details/8a70ceb3edbe757b
Rashad Coulter,1981-11-27,http://ufcstats.com/fighter-details/d1528ac5675558b1
Isaac Thomson,2002-05-03,http://ufcstats.com/fighter-details/5d8006587d6a6711
David Douglas,1981-08-16,http://ufcstats.com/fighter-details/7cf0944b88966118
Danni McCormack,1990-03-15,http://ufcstats.com/fighter-details/2a9f9db24cd032ba
Seth Dikun,1980-08-05,http://ufcstats.com/fighter-details/eb42d4febfafefd1
Roland Delorme,1983-12-18,http://ufcstats.com/fighter-details/173acb3f920082b8
Tyler Diamond,1991-03-18,http://ufcstats.com/fighter-details/f5f6419c5f00abad
Carlos Eduardo Rocha,1981-07-12,http://ufcstats.com/fighter-details/4f736494fc733095
Gabriel Miglioli,,http://ufcstats.com/fighter-details/a6fa5dd90528e9f7
Patricia Alujas,1996-05-08,http://ufcstats.com/fighter-details/430c533614d45813
Kamal Shalorus,1972-08-27,http://ufcstats.com/fighter-details/ece280745f8727b8
Sarah Alpar,1991-06-01,http://ufcstats.com/fighter-details/49b130de1da2e1bf
Hamid Amiri,2003-06-15,http://ufcstats.com/fighter-details/6c40705cf6c0d7e2
Dan Argueta,1993-08-13,http://ufcstats.com/fighter-details/e4ba58725825412d
Willie Peeters,1965-10-26,http://ufcstats.com/fighter-details/e7bfdb5e0112891e
Trevor Peek,1995-01-09,http://ufcstats.com/fighter-details/0bc697c5936a2d0a
Taiga Iwasaki,1997-07-07,http://ufcstats.com/fighter-details/5b08af4fbc987f9c
Nora Cornolle,1989-12-06,http://ufcstats.com/fighter-details/f2b3f4ef3f780168
Josh McDonald,,http://ufcstats.com/fighter-details/b507a76087e3ed9f
Puja Tomar,1993-12-05,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac
Toby Misech,1988-03-07,http://ufcstats.com/fighter-details/3f87218a7aca84c4
Tomomi Iwama,1977-02-07,http://ufcstats.com/fighter-details/ac5f67109accb482
Liudvik Sholinian,1990-01-20,http://ufcstats.com/fighter-details/1a54231796e24a3f
Wallid Ismail,1968-02-23,http://ufcstats.com/fighter-details/da6dfd09cca1d705
Jeremy Jackson,1982-09-19,http://ufcstats.com/fighter-details/ad32471f01e7b1a5
Julia Avila,1988-05-11,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Antonio Arroyo,1989-07-01,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
Devin Powell,1988-03-01,http://ufcstats.com/fighter-details/065eb44700e641a4
Felipe Portela,1987-11-23,http://ufcstats.com/fighter-details/303e017a9074f3aa
Alexander Poppeck,1992-04-06,http://ufcstats.com/fighter-details/56bf3ed155bd0fcd
Sabina Mazo,1997-03-25,http://ufcstats.com/fighter-details/70d2329a92864fdb
Jack May,1981-04-14,http://ufcstats.com/fighter-details/2c6e81426dd7573c
Tallison Teixeira,1999-12-07,http://ufcstats.com/fighter-details/17923f676f100e16
Cam Teague,1998-02-13,http://ufcstats.com/fighter-details/b47c9ea5f2895d6e
Danielle Taylor,1989-10-25,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
Damir Mirenic,1974-08-02,http://ufcstats.com/fighter-details/992c82450d96f726
Nate Mohr,1983-03-03,http://ufcstats.com/fighter-details/04c15b52c3cc1cab
Fabiano Iha,1970-07-28,http://ufcstats.com/fighter-details/263ebd4a669e1e98
Uran Satybaldiev,1994-08-10,http://ufcstats.com/fighter-details/02f484417a6fa69d
Will Kerr,1982-10-21,http://ufcstats.com/fighter-details/ef61d9f5176b3200
Ji Yeon Kim,1989-10-18,http://ufcstats.com/fighter-details/a20f234df70f2182
EoJin Park,2001-12-26,http://ufcstats.com/fighter-details/f79e7f138bf50cc0
Justin Patterson,1985-12-07,http://ufcstats.com/fighter-details/2dc7c49cfaeb867c
Cyril Asker,1985-12-24,http://ufcstats.com/fighter-details/9be6020024133293
Chris Kelades,1981-02-21,http://ufcstats.com/fighter-details/56c9acc4e86046a2
Junior Barata,1982-01-25,http://ufcstats.com/fighter-details/06dced58ca24a6bd
Remco Pardoel,1969-05-23,http://ufcstats.com/fighter-details/749685d24e2cac50
Yuri Panferov,1996-08-30,http://ufcstats.com/fighter-details/36d811b015635b67
Jonny Parsons,1991-09-06,http://ufcstats.com/fighter-details/2975297f505e9447
SeongChan Hong,1989-11-28,http://ufcstats.com/fighter-details/10d4575f497face4
Chris Honeycutt,1988-07-25,http://ufcstats.com/fighter-details/4d2e3320d815f687
Fatima Kline,2000-07-12,http://ufcstats.com/fighter-details/745fa7b605f8e2da
Henry Martinez,1983-08-07,http://ufcstats.com/fighter-details/76729a829623e266
Otari Tanzilovi,1998-04-09,http://ufcstats.com/fighter-details/b9124c308671e303
Vincent Eazelle,1980-12-07,http://ufcstats.com/fighter-details/ec421d5de0aea624
James Moontasri,1988-04-10,http://ufcstats.com/fighter-details/c06a9b48d4132c8e
Andrew Montanez,,http://ufcstats.com/fighter-details/72c9c2eadfc3277e
Rolando Dy,1990-08-11,http://ufcstats.com/fighter-details/55ed59d541f8b90c
Matt Dwyer,1989-12-17,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
Kolton Englund,1993-07-09,http://ufcstats.com/fighter-details/4122da4f791b2f4f
Konstantin Erokhin,1983-01-31,http://ufcstats.com/fighter-details/22061ff217907c78
Tom Erikson,1964-07-06,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47
Julian Marquez,1990-05-08,http://ufcstats.com/fighter-details/d0e1b42d41dab603
Justin Edwards,1983-01-26,http://ufcstats.com/fighter-details/e56daf7725a0b5ab
Wagner da Conceicao Martins,1978-05-19,http://ufcstats.com/fighter-details/563d051c9e769b24
Todd Duffee,1985-12-06,http://ufcstats.com/fighter-details/bda04c573563cc2e
Top Noi Kiwram,1992-08-15,http://ufcstats.com/fighter-details/e065b4a42a6c2c79
Jamey-Lyn Horth,1990-03-30,http://ufcstats.com/fighter-details/5c637af9472ae7cc
Yuma Horiuchi,1997-09-22,http://ufcstats.com/fighter-details/f6c1ce7cfd600662
Karolina Wojcik,1994-12-09,http://ufcstats.com/fighter-details/b99b3620839ea911
Chris Hofmann,1989-11-18,http://ufcstats.com/fighter-details/33fb306278dbb3e5
Matt Hobar,1987-01-07,http://ufcstats.com/fighter-details/b57edace7b647f07
Kwan Ho Kwak,1989-06-18,http://ufcstats.com/fighter-details/c13042265355a290
Erik Silva,1987-03-16,http://ufcstats.com/fighter-details/21b813b919776d90
Danny Barlow,1995-08-02,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Hunter Azure,1992-03-02,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Jordan Williams,1990-10-13,http://ufcstats.com/fighter-details/e26bd53b751d61d9
Brady Hiestand,1999-04-30,http://ufcstats.com/fighter-details/7af33fc4435017f1
Conor Heun,1979-02-11,http://ufcstats.com/fighter-details/fdb02029556ff4ed
Dom Mar Fan,2000-03-19,http://ufcstats.com/fighter-details/530af2900b5a1693
Chris Manuel,1987-07-21,http://ufcstats.com/fighter-details/a23e63184c65f5b8
Jon Manley,1986-07-07,http://ufcstats.com/fighter-details/a0602dd050bebefc
Francis Marshall,1999-03-03,http://ufcstats.com/fighter-details/5d495dec23d7c68e
Ian Entwistle,1986-11-19,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
Steve Montgomery,1990-12-19,http://ufcstats.com/fighter-details/6e92eb1242b46636
Jesse Moreng,1979-11-09,http://ufcstats.com/fighter-details/2e2cdb6e9eb84bb9
Vinicius Moreira,1989-02-28,http://ufcstats.com/fighter-details/acb36c908d415c4a
Alvaro Herrera Mendoza,1990-05-14,http://ufcstats.com/fighter-details/74d35fbc9c6a61bd
Geane Herrera,1990-05-27,http://ufcstats.com/fighter-details/c169545ab0825f44
Namsrai Batbayar,2000-12-29,http://ufcstats.com/fighter-details/e1f8beeb6d2d871a
Arjan Bhullar,1986-05-13,http://ufcstats.com/fighter-details/7e511f8d842a109d
Alptekin Ozkilic,1986-03-27,http://ufcstats.com/fighter-details/e18a19001a3f7c7d
Lucas Fernando,1997-01-10,http://ufcstats.com/fighter-details/3df223aeaacecf3f
Cortavious Romious,1994-01-06,http://ufcstats.com/fighter-details/8173f134396cb971
Guilherme Vasconcelos,1986-03-23,http://ufcstats.com/fighter-details/d6d5da3c209884bc
Paul Varelans,1969-09-17,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9
Andrew Martinez,,http://ufcstats.com/fighter-details/f8c2aba4815876b5
Johnny Cisneros,1980-02-05,http://ufcstats.com/fighter-details/42611508ba8c3298
Mark Climaco,1997-11-06,http://ufcstats.com/fighter-details/60098849c703e389
Ethyn Ewing,1998-02-16,http://ufcstats.com/fighter-details/d776b5814f2400b4
Yousri Belgaroui,1992-06-02,http://ufcstats.com/fighter-details/7674b836ce0698a0
Nohelin Hernandez,1994-03-01,http://ufcstats.com/fighter-details/f97c5433c77522d3
Damon Wilson,1993-04-29,http://ufcstats.com/fighter-details/81254702b51cc832
Aspen Ladd,1995-03-01,http://ufcstats.com/fighter-details/d4691518d012b9e7
Will Santiago,1983-02-08,http://ufcstats.com/fighter-details/4920292f5d9b76df
Elijah Smith,2002-09-05,http://ufcstats.com/fighter-details/7478b7f959ba61f5
Mike Wilkinson,1987-09-15,http://ufcstats.com/fighter-details/cfaf010d5b389c09
Jonas Bilharinho,1990-05-22,http://ufcstats.com/fighter-details/ebbf571f349e79d9
Pat Pytlik,1989-04-24,http://ufcstats.com/fighter-details/4fd140eea593526e
Edwin Figueroa,1984-07-31,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8
Jacob Malkoun,1995-08-26,http://ufcstats.com/fighter-details/d4270315cbcf2569
Carol Foro,1997-03-21,http://ufcstats.com/fighter-details/77ba5b2939c4018b
Luke Flores,1988-03-17,http://ufcstats.com/fighter-details/b5f44dcb863f595b
Nathan Fletcher,1998-01-03,http://ufcstats.com/fighter-details/a2d342ffc83913ed
Cody Chovancek,1998-07-24,http://ufcstats.com/fighter-details/3c4320a1b6106611
DongHun Choi,1999-01-02,http://ufcstats.com/fighter-details/3be16d817b36098b
Ananias Mulumba,1998-09-18,http://ufcstats.com/fighter-details/a59bc10f5e9f5fbb
Artur Oumakhanov,1979-02-27,http://ufcstats.com/fighter-details/1ef0eae31904e534
Brian Sleeman,,http://ufcstats.com/fighter-details/9db861c26b63daa8
Chris Heatherly,1987-11-24,http://ufcstats.com/fighter-details/bad8be5827ea1bf1
James Head,1984-02-09,http://ufcstats.com/fighter-details/19a8cce18a1cef9e
Patrik White,1993-06-11,http://ufcstats.com/fighter-details/4debc6c4c6249690
Aaron Wetherspoon,1979-01-11,http://ufcstats.com/fighter-details/1ce7998e0a215caa
Marcel Fortuna,1985-10-22,http://ufcstats.com/fighter-details/d761b3766e38c5db
Brianna Fortino,1993-08-04,http://ufcstats.com/fighter-details/b53c46f613f6f248
Daniel Frunza,1994-04-13,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68
Sarah Frota,1987-04-14,http://ufcstats.com/fighter-details/1641ef250e9de19b
Kevin Christian,1995-01-21,http://ufcstats.com/fighter-details/7e9b36a9847db116
Marion Reneau,1977-06-20,http://ufcstats.com/fighter-details/c7d297714d9ab1a4
Ren Yawei,1998-02-07,http://ufcstats.com/fighter-details/b2d9758cdd124143
Danilo Suzart,1991-12-04,http://ufcstats.com/fighter-details/3d99e5aa85d7576a
Arlene Blencowe,1983-04-11,http://ufcstats.com/fighter-details/35d6337320a4ae48
Josh Smith,1982-07-02,http://ufcstats.com/fighter-details/f626aa1c85f8af03
Ryan Hall,1985-02-22,http://ufcstats.com/fighter-details/8866c6f509c19089
Bassil Hafez,1992-01-31,http://ufcstats.com/fighter-details/f4d92416da98804b
Chad Hanekom,1990-04-20,http://ufcstats.com/fighter-details/98533a2738124a0d
Jeremy Hamilton,1984-11-14,http://ufcstats.com/fighter-details/7ada6ea792a34424
Yohan Lainesse,1992-08-14,http://ufcstats.com/fighter-details/f998f5c102250d6e
Jose Quinonez,1990-07-28,http://ufcstats.com/fighter-details/36549928f90f1d36
Michael Oliveira,1998-01-21,http://ufcstats.com/fighter-details/037cfd34a27d59e9
Igor Cavalcanti,1997-10-10,http://ufcstats.com/fighter-details/9c3de7f8966326de
Sheila Gaff,1989-12-29,http://ufcstats.com/fighter-details/837d30395faca41e
Ricardo Funch,1980-08-14,http://ufcstats.com/fighter-details/e9e1acc96536bb4f
Katsuhisa Fujii,1972-08-15,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf
Joe Lowry,1989-12-12,http://ufcstats.com/fighter-details/86248c84834238e7
William Macario,1991-07-01,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
Stephen Regman,1991-08-05,http://ufcstats.com/fighter-details/24d98df7556ac8af
Ailiya Muratbek,,http://ufcstats.com/fighter-details/9b6dcc335ad03696
Dmitrii Smoliakov,1982-08-05,http://ufcstats.com/fighter-details/75afb06215a07341
Brandon Halsey,1986-09-16,http://ufcstats.com/fighter-details/e763679f15326ae1
Chatt Lavender,1976-05-24,http://ufcstats.com/fighter-details/5449dcccd972ff83
Trey Waters,1995-02-21,http://ufcstats.com/fighter-details/31dbfbe4e7a6727c
Andy Ogle,1989-02-16,http://ufcstats.com/fighter-details/b6c4451cb13c9303
Marcelo Guimaraes,1983-06-25,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
Quang Le,1991-10-18,http://ufcstats.com/fighter-details/32feae6d9a1e5047
Cung Le,1972-05-25,http://ufcstats.com/fighter-details/d4f364dd076bb0e2
Eric Lawson,1981-02-12,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42
Jonavin Webb,1989-04-28,http://ufcstats.com/fighter-details/f40ec51dd4de47c3
Ashe Bowman,1976-11-17,http://ufcstats.com/fighter-details/8a0a35e7c74bebcc
Kyron Bowen,1993-12-22,http://ufcstats.com/fighter-details/5488b3c67600333a
Sam Spengler,1976-04-04,http://ufcstats.com/fighter-details/221b2a3070c7ce3e
Lukasz Brzeski,1992-05-17,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Wang Cong,1992-05-15,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a
Richard Walsh,1988-12-01,http://ufcstats.com/fighter-details/303a05a7aa3ff761
Jin Soo Son,1993-04-01,http://ufcstats.com/fighter-details/7c9c6a884be167fe
Joey Gambino,1988-10-26,http://ufcstats.com/fighter-details/10559c53de0b950e
Christopher Lopez,1986-01-30,http://ufcstats.com/fighter-details/5148a665aa527865
Gerald Strebendt,1979-03-01,http://ufcstats.com/fighter-details/04f9fe830cf13482
Mike French,1975-05-29,http://ufcstats.com/fighter-details/756f45905fb20cb5
Marco Ruas,1961-01-23,http://ufcstats.com/fighter-details/597db668b01c442c
Don Madge,1990-11-12,http://ufcstats.com/fighter-details/68c7ad953455c73f
Luigi Vendramini,1996-01-16,http://ufcstats.com/fighter-details/2f1a257d6777096d
Saparbeg Safarov,1986-10-14,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f
Danny Sabatello,1993-03-31,http://ufcstats.com/fighter-details/cb7ee07982de2a28
Cameron Saaiman,2000-12-20,http://ufcstats.com/fighter-details/3c8a5200436e19f3
Joe Cason,1988-01-19,http://ufcstats.com/fighter-details/2b1c6f28039efe36
